entry_rule,sl,tp,hold_d,train_n,train_mean,train_median,train_win,train_pf,train_worst,test_n,test_mean,test_median,test_win,test_pf,test_worst
drop 20% (after 1h),0.15,,1,211,0.023182525743619085,-0.06922214882247765,0.4786729857819905,1.1620907514327086,-0.3342667163806551,49,-0.01565440232642721,-0.023492644811265416,0.4897959183673469,0.8459641819708251,-0.3383132170305853
drop 20% (after 1h),0.45,0.5,1,211,0.02318241182156712,0.12461805102590849,0.5971563981042654,1.1231218108407885,-0.9460858027784154,49,-0.039076220681105577,0.04569138317376254,0.5306122448979592,0.7165535694696835,-0.939813817030585
delay 24h,0.2,0.1,1,241,0.02317532963611321,0.18741712948493167,0.6597510373443983,1.2555766877566108,-0.44673497005872426,161,-0.006172502009292216,0.00043206511730679593,0.5031055900621118,0.8693858631620139,-0.4391667852959503
drop 15% (after 1h),0.15,0.5,1,217,0.023170352099712167,-0.04499607066339057,0.4792626728110599,1.1612184909478247,-0.4421372681977671,69,-0.018891365911353125,-0.024863078330446715,0.37681159420289856,0.7684855229766719,-0.3383132170305853
drop 30% (after 1h),0.3,,1,188,0.023102967544176237,0.07719125287514245,0.5585106382978723,1.1433580232216212,-0.722997045416352,24,-0.08335590717493561,-0.08156599241581233,0.375,0.5597305696554702,-0.6360648776383081
drop 20% (after 1h),0.15,0.2,1,211,0.02309801858989795,0.024323929117647178,0.5165876777251185,1.1759774560488683,-0.3342667163806551,49,-0.01062856702283251,-0.023492644811265416,0.4897959183673469,0.8954172774085352,-0.3383132170305853
delay 12h,0.1,0.1,1,241,0.02305108520677075,0.07629886956103696,0.5850622406639004,1.3023978474176339,-0.2188198080377313,161,-0.004808333019903869,0.0029285862985756095,0.5031055900621118,0.8929583566572622,-0.21111139308256008
drop 20% (after 4h),0.2,,7,211,0.022898707211639155,-0.389155822545654,0.44075829383886256,1.1035954229582727,-0.5598472659296967,49,0.010040562605926923,-0.030826094212769935,0.46938775510204084,1.0615895667097122,-0.4382137930938384
drop 20% (after 4h),,0.3,1,211,0.02285011531962521,0.12461805102590849,0.6066350710900474,1.1322412836632503,-1.0,49,-0.0026637514165834698,0.04569138317376254,0.5306122448979592,0.9758062929824536,-1.0
drop 20% (after 4h),0.3,0.3,1,211,0.02276958064845062,0.08269430375557213,0.5734597156398105,1.1381011104657224,-0.6285579982005871,49,-0.012264888806989829,0.04569138317376254,0.5306122448979592,0.8975382667800851,-0.6387139930938388
delay 4h,0.2,0.5,3,241,0.022676755748525793,-0.0024167025978755518,0.4979253112033195,1.1281853568080988,-0.5877151130642956,161,0.006646392069975846,0.016912627204081807,0.5527950310559007,1.0862905647312466,-0.4362284812395515
delay 12h,0.45,,3,241,0.02259614069961218,0.10525097526974528,0.5975103734439834,1.115433912093789,-0.944483796602769,161,0.008860552901874047,0.01653060326065421,0.5714285714285714,1.1159594537841566,-0.9257081601339957
delay 1h,0.3,0.3,3,241,0.022560782069295487,0.07269520688642603,0.5726141078838174,1.1090308441568646,-0.6553501388117715,161,0.013390569888320327,0.01906315789473695,0.5714285714285714,1.1808967484329638,-0.6351934205757953
drop 15% (after 4h),0.15,0.3,7,217,0.02244747486697875,-0.3031762622844477,0.4055299539170507,1.1225568942509232,-0.5479148693857494,69,0.04236179309006014,0.019407219242851388,0.5652173913043478,1.3994968809079218,-0.3354690324679483
delay 0.5h,0.45,0.5,7,241,0.022439465669198955,0.09494785785726617,0.5560165975103735,1.072528400122535,-1.0,161,0.01716916611738053,0.01953496803919336,0.5341614906832298,1.155060456744311,-0.9436979062283894
delay 4h,0.1,0.2,3,241,0.02240820777247181,-0.19996804224429746,0.4190871369294606,1.2004934917640186,-0.3571897504514364,161,0.0013533690932466483,0.0020080939779007186,0.5031055900621118,1.0198698777697657,-0.21541873226846656
drop 10% (after 4h),0.2,0.3,3,227,0.02240256430961683,-0.03451430649510717,0.4845814977973568,1.1227589502774877,-0.5473205654012343,104,-0.0005473067276965228,-0.011464334669687014,0.47115384615384615,0.994525848571818,-0.4357191324679484
delay 8h,,0.3,3,241,0.022340749609909685,0.12495552572706946,0.6265560165975104,1.1077791834422313,-1.0,161,-2.3137829112450285e-05,0.009736259195928538,0.5403726708074534,0.9997283291269773,-1.0
drop 15% (after 4h),,0.5,1,217,0.022313207450829067,0.09553867167378906,0.6359447004608295,1.1258422688768943,-1.0,69,-0.01687448107586691,-0.018797362711648644,0.4057971014492754,0.8084224646032603,-1.0
delay 24h,0.45,0.1,3,241,0.022247025148016738,0.19678552020657264,0.7510373443983402,1.1965685279512799,-0.9609742522769014,161,0.008546620920073696,0.029891213785268014,0.5838509316770186,1.135213549691887,-0.9659127341216309
delay 12h,0.15,0.1,1,241,0.022236719766764085,0.1701211568783068,0.6431535269709544,1.2568785469476933,-0.347546917438345,161,-0.006512468915247816,0.00327272727272716,0.5217391304347826,0.8659068305937074,-0.31807439251846076
drop 15% (after 4h),0.2,0.3,1,217,0.022201458062083575,0.038150208047406736,0.5391705069124424,1.1468097159833197,-0.5423873681977669,69,-0.020570798222065294,-0.023471690978655105,0.391304347826087,0.7678359597132804,-0.4357191324679484
drop 15% (after 1h),0.2,,7,217,0.022190786926047857,-0.40021963734131605,0.4055299539170507,1.094874125361536,-0.5570774452163678,69,0.03148412991113591,0.027254668204518405,0.5797101449275363,1.2457966297337522,-0.4385633170305853
drop 30% (after 1h),0.3,,3,188,0.022184055594048173,0.09997459919413351,0.5531914893617021,1.1018019958810914,-0.7779488886106537,24,-0.08356557485071751,0.01320870137871246,0.5,0.6527889549664544,-0.6360648776383081
delay 4h,0.3,0.5,7,241,0.02217086881739513,0.020031788042610008,0.5269709543568465,1.0904893825871775,-0.7232257762030324,161,0.008428097135723353,0.0020036443512674706,0.5031055900621118,1.0744727276876969,-0.6445792014962551
delay 4h,0.3,0.3,1,241,0.02215537835607432,0.07165182808149743,0.6224066390041494,1.143137898695272,-0.628139422111456,161,-0.0052117681005173985,0.0073144035111050495,0.5279503105590062,0.9078254788406304,-0.6367286812395517
drop 10% (after 4h),,,1,227,0.022021606621095587,0.11430166005307592,0.6255506607929515,1.1267658787183423,-1.0,104,-0.006386235389032265,-0.003838895778015456,0.4807692307692308,0.9029331505907502,-1.0
drop 20% (after 4h),,0.5,1,211,0.021978598003353732,0.1053910883251233,0.5971563981042654,1.1255165646386465,-1.0,49,-0.0026637514165834698,0.04569138317376254,0.5306122448979592,0.9758062929824536,-1.0
delay 12h,0.45,0.1,1,241,0.02194488621727281,0.19532395263105334,0.7261410788381742,1.217190872808893,-0.9394359952344055,161,0.003014916919899996,0.008177222859765826,0.5341614906832298,1.073664966566284,-0.9082528999999997
drop 10% (after 4h),0.45,0.5,7,227,0.021939414336073403,0.15090403256172852,0.5859030837004405,1.0755044936117415,-1.0,104,0.020952894741195594,0.04787866750309215,0.5769230769230769,1.142332319875318,-0.9369696324679483
drop 30% (after 4h),0.3,,7,188,0.021901346464257825,0.04411200583658764,0.5106382978723404,1.0820394915968814,-0.781623388907563,24,-0.04816464379788272,0.031300936243184106,0.5416666666666666,0.7958604186735788,-0.6360648776383081
drop 30% (after 4h),0.15,0.5,7,188,0.021830033218709126,-0.3052401469888799,0.35638297872340424,1.1078031282837497,-0.5479148693857494,24,-0.11691126498482256,-0.30581077484161406,0.3333333333333333,0.4271678725732904,-0.31654063792654563
drop 20% (after 4h),,0.3,7,211,0.021788092536156586,0.27695241734334547,0.6208530805687204,1.0783692653521486,-1.0,49,-0.03718569939421765,0.03349892267146678,0.5306122448979592,0.8345671244471072,-1.0
delay 8h,0.15,,7,241,0.02173867282476879,-0.2973331687698387,0.4066390041493776,1.1257703571070525,-0.4816526095906168,161,-0.00862204167132428,-0.022421732355114708,0.453416149068323,0.9169981005217627,-0.3346214128146971
drop 10% (after 4h),0.3,0.1,7,227,0.021693548205171827,0.1980999999999998,0.762114537444934,1.1732370276370654,-0.7816917435956793,104,0.01350058360906173,0.18903200690374272,0.6730769230769231,1.135223164715264,-0.6119335353630959
delay 12h,0.3,0.3,3,241,0.021681044432312044,0.09082590601671325,0.5726141078838174,1.1178153969146276,-0.6832190851710421,161,0.00616345234933233,0.016409414476772022,0.5652173913043478,1.0839593321098553,-0.6249578601339963
drop 30% (after 4h),0.15,0.3,3,188,0.021668401190396064,-0.2936996025063223,0.4308510638297872,1.129877918531364,-0.5479148693857494,24,-0.09897385089019575,-0.30581077484161406,0.2916666666666667,0.5154694163945137,-0.31654063792654563
drop 10% (after 4h),0.1,0.2,1,227,0.02145078006883219,-0.12077789034482792,0.44052863436123346,1.2002330047541852,-0.30725336376543244,104,-0.019621482994384317,-0.01156664623224744,0.41346153846153844,0.7002707561843152,-0.23521893246794912
delay 12h,0.1,0.3,3,241,0.021323045100531818,-0.20463279918375993,0.38589211618257263,1.1782659749043272,-0.35836482535258307,161,-0.005563520749618705,-0.002625859703754599,0.484472049689441,0.9183708191460793,-0.2239574601339962
drop 10% (after 4h),,0.2,3,227,0.02131493900365729,0.32762133749677397,0.6519823788546255,1.107299401716724,-1.0,104,0.002089132902274611,0.0019249157600497893,0.5096153846153846,1.0207254388064002,-1.0
drop 10% (after 4h),0.15,0.2,1,227,0.021228226871589796,0.002193838527027033,0.5110132158590308,1.167161501299712,-0.44707046540123446,104,-0.011719282697154984,-0.00829133417406625,0.4519230769230769,0.8209369530040727,-0.3354690324679483
delay 8h,,0.3,1,241,0.021189766263542086,0.08966310739328319,0.6473029045643154,1.1332652386525857,-1.0,161,-0.010716410484136915,0.005047375596455403,0.5279503105590062,0.8102544001166085,-1.0
delay 8h,0.15,0.5,1,241,0.02117218746819903,0.020588274815960768,0.5228215767634855,1.1729871838156587,-0.4122594332713174,161,-0.01932129918943342,2.916805623153461e-05,0.5031055900621118,0.6783475212790798,-0.3346214128146971
delay 24h,0.3,0.5,7,241,0.021088560358525087,0.036503984061156375,0.5394190871369294,1.0900913007533788,-0.7822010369591061,161,-0.0010707622458853293,0.00962621598553108,0.5279503105590062,0.9908413056252088,-0.6609046991412706
delay 1h,0.2,0.5,7,241,0.021052047517431477,-0.3967611473464724,0.4149377593360996,1.0959562465673853,-0.5468243424308367,161,0.018900052214511878,0.018615038791333867,0.5031055900621118,1.1835739928309394,-0.4346932205757953
drop 15% (after 4h),0.45,0.5,1,217,0.02104929005362791,0.09029398064606754,0.6267281105990783,1.1188314703505582,-0.9433180325565308,69,-0.01465001698658973,-0.018797362711648644,0.4057971014492754,0.8293677705879231,-0.9369696324679483
delay 24h,,0.3,7,241,0.021044985268525405,0.16937440775956297,0.6348547717842323,1.0843073353963861,-1.0,161,0.025969978677323768,0.02827446238907427,0.546583850931677,1.2685087418141856,-1.0
delay 1h,,0.5,7,241,0.021041683709063556,0.12537146580450614,0.5850622406639004,1.0691032884326717,-1.0,161,0.02024105120537679,0.026810526315789764,0.5403726708074534,1.1853191975199462,-1.0
delay 8h,0.2,0.5,3,241,0.021029981647715353,-0.00825673924434985,0.4896265560165975,1.1186011993793892,-0.5876984156896357,161,-0.008937389103774241,0.008217896260895799,0.515527950310559,0.8883795053558099,-0.4480923233333333
delay 1h,0.15,0.3,3,241,0.021015035930570337,-0.2800526293193566,0.43568464730290457,1.1304301319849697,-0.38839373426294793,161,0.012964104433035407,0.014040020115998201,0.5527950310559007,1.187293607068387,-0.33444312057579495
drop 20% (after 1h),0.45,,1,211,0.020986719057007584,0.12461805102590849,0.5971563981042654,1.11146048451705,-0.9460858027784154,49,-0.039076220681105577,0.04569138317376254,0.5306122448979592,0.7165535694696835,-0.939813817030585
delay 12h,0.1,0.5,3,241,0.020981066589619464,-0.2046957460470606,0.36929460580912865,1.1705345110947423,-0.35836482535258307,161,-0.003007787958707207,-0.002625859703754599,0.484472049689441,0.9558690839306418,-0.2239574601339962
drop 15% (after 1h),0.45,0.2,3,217,0.020894239076646826,0.30570089650591836,0.6682027649769585,1.1072934028466601,-0.9598846659676451,69,-0.01368898614987239,0.02920607620221936,0.5652173913043478,0.8838601086046827,-0.939813817030585
drop 30% (after 4h),,0.2,1,188,0.020849980363423667,0.12308479630578796,0.6063829787234043,1.1408127685252043,-1.0,24,-0.07688000942155344,-0.08156599241581233,0.375,0.5979701259999848,-1.0
drop 30% (after 4h),,0.3,3,188,0.020843797542897426,0.17905557619554371,0.6223404255319149,1.0921182684576234,-1.0,24,-0.07155721916335636,0.04706615417806585,0.5416666666666666,0.7471697588609985,-1.0
delay 1h,0.3,,7,241,0.02082755513687074,0.0006805742145219824,0.5020746887966805,1.0805692473326287,-0.7078910161581436,161,0.008474566148392563,0.024655569783451577,0.5279503105590062,1.0729816301386268,-0.644657891628319
delay 4h,0.1,0.2,7,241,0.020772292507572954,-0.20344725567085112,0.4107883817427386,1.1774095562578464,-0.3571897504514364,161,-0.008783910511307077,-0.05157509223647522,0.391304347826087,0.9032039407983323,-0.23148292116828945
delay 12h,0.3,0.1,1,241,0.020720957613694854,0.19398768738601813,0.7095435684647303,1.2094338284121569,-0.6832190851710421,161,0.0004805527066494745,0.007629931334974368,0.5279503105590062,1.011219090278406,-0.6076265877156177
drop 20% (after 1h),0.2,0.3,3,211,0.020713870206215502,-0.08554600473864245,0.46919431279620855,1.1077043747712338,-0.4449163811131185,49,-0.03134294359098096,0.013563500841437402,0.5306122448979592,0.7900232262460903,-0.4385633170305853
drop 15% (after 1h),0.2,0.3,1,217,0.020701759115204662,0.036056804546021434,0.5253456221198156,1.1289587830226802,-0.5423873681977669,69,-0.025991026023132552,-0.024863078330446715,0.37681159420289856,0.7123677643160016,-0.4385633170305853
delay 12h,0.3,0.2,3,241,0.020672000877249394,0.13648216279069758,0.6141078838174274,1.1227267052224996,-0.6832190851710421,161,0.00024456408816272534,0.016409414476772022,0.5652173913043478,1.00333148312608,-0.6249578601339963
drop 20% (after 4h),0.15,0.3,1,211,0.02058990645505832,-0.045633229120452666,0.4881516587677725,1.1465575229193419,-0.34153086317423187,49,-0.0005680605771677639,-0.023492644811265416,0.4897959183673469,0.9941097948302913,-0.3379636930938385
drop 10% (after 4h),0.2,0.5,1,227,0.020530719883016312,0.00539365620736699,0.5198237885462555,1.1386478143620944,-0.5473205654012343,104,-0.02237827295875714,-0.00829133417406625,0.4519230769230769,0.6983511477604291,-0.4357191324679484
delay 8h,0.2,,7,241,0.020520738125346313,-0.07541490110653114,0.46473029045643155,1.102100982532426,-0.5876984156896357,161,-0.013163033098756834,-0.008158849777116594,0.4782608695652174,0.8842629696253239,-0.4480923233333333
delay 24h,0.2,,7,241,0.020487205402319728,-0.09997756063756044,0.47717842323651455,1.1023642264190405,-0.5792784665882074,161,0.006185767696503113,0.005713682307319176,0.515527950310559,1.0579280491685534,-0.44056246580542596
delay 12h,0.1,0.2,1,241,0.02047524341508956,-0.03556681250896602,0.4730290456431535,1.2062197438712015,-0.21988246613901327,161,-0.015346113496995809,-0.002647411607188787,0.4658385093167702,0.708917110112843,-0.2239574601339962
delay 24h,0.15,0.1,7,241,0.02046222779958081,0.1926793302632698,0.6514522821576764,1.204607738012556,-0.39926055835539404,161,0.011339966670159156,0.06121832754361568,0.5590062111801242,1.1427078614281136,-0.34031236580542595
drop 20% (after 4h),0.3,0.5,1,211,0.02045834383176812,0.06356152007046682,0.5639810426540285,1.1214773200400958,-0.6285579982005871,49,-0.012264888806989829,0.04569138317376254,0.5306122448979592,0.8975382667800851,-0.6387139930938388
delay 12h,0.3,0.2,1,241,0.0204560007224403,0.07194599372735169,0.6265560165975104,1.1508013766762233,-0.6832190851710421,161,-0.013919180964156718,-0.0008466858789623556,0.4968944099378882,0.757296410593298,-0.6249578601339963
drop 20% (after 4h),0.1,0.3,1,211,0.02042046338423183,-0.20404523514311276,0.4075829383886256,1.1707508718044757,-0.26320717166550556,49,0.0032807860478225753,-0.03920963992380953,0.46938775510204084,1.0371513513868071,-0.237713593093839
delay 0.5h,0.15,0.5,1,241,0.020403156008700116,-0.05436243590983841,0.45228215767634855,1.1375020379778016,-0.346782254574987,161,-0.0008494362607314456,0.00864943699689317,0.5403726708074534,0.985496689847574,-0.3124064969624998
delay 12h,,0.3,3,241,0.020366986002702057,0.11707212201801431,0.6141078838174274,1.1015557271496332,-1.0,161,0.001950030920951164,0.01653060326065421,0.5714285714285714,1.024648147512537,-1.0
drop 20% (after 4h),0.2,0.2,7,211,0.020341125038121473,0.22725781726982527,0.5497630331753555,1.1144155282394372,-0.4629407706873996,49,-0.043761464407630804,-0.030826094212769935,0.46938775510204084,0.7315638836953741,-0.4382137930938384
delay 8h,0.2,0.2,1,241,0.020330567266835006,0.07179981782026776,0.6058091286307054,1.160701920328629,-0.5125095332713179,161,-0.01888798889398693,0.0020072468920032506,0.515527950310559,0.6879388760109314,-0.4480923233333333
delay 8h,0.15,0.3,3,241,0.02031421380029265,-0.06286586878850042,0.45228215767634855,1.1361627477477467,-0.4816526095906168,161,-0.007236638164095153,0.00021748118551197931,0.5031055900621118,0.9042769862970017,-0.3346214128146971
delay 8h,0.15,0.2,1,241,0.02031381942604918,0.050391594682184335,0.5560165975103735,1.1787560556533034,-0.4122594332713174,161,-0.01828067377029265,0.0013149991857506222,0.5093167701863354,0.6944106648767461,-0.3346214128146971
delay 4h,,0.5,7,241,0.02028700018269994,0.13689269876096768,0.6058091286307054,1.0712589463854407,-1.0,161,0.008953921032741017,0.00994923576236546,0.515527950310559,1.0767160467499868,-1.0
drop 30% (after 4h),0.45,0.5,7,188,0.02028621137790916,0.1272682003368758,0.5691489361702128,1.0670959627911876,-1.0,24,-0.05302523358547129,0.12682332720012335,0.625,0.8060170604603463,-0.936815177638308
drop 20% (after 1h),,0.5,1,211,0.02009713872825012,0.1257325251517958,0.6018957345971564,1.104603982051581,-1.0,49,-0.02711648754223271,0.04569138317376254,0.5306122448979592,0.784621085589582,-1.0
drop 30% (after 1h),0.1,,7,188,0.02006862853378985,-0.20630932422671272,0.26595744680851063,1.1293456101008355,-0.3740901485755085,24,-0.10803327526840809,-0.20586563666335594,0.25,0.297567141697844,-0.216290537926546
drop 10% (after 4h),0.45,0.1,3,227,0.019996011554970716,0.1980999999999998,0.7665198237885462,1.1581080890169402,-0.9475704410108763,104,0.017083041600311807,0.04441270642833117,0.5865384615384616,1.2398253415620348,-0.9197918304963233
delay 0.5h,0.1,,3,241,0.019982435948815457,-0.2063855320619424,0.33195020746887965,1.1496580832368994,-0.24653215457498764,161,0.010397974403891992,0.000164449703711369,0.5031055900621118,1.150379221828651,-0.22058560292000776
drop 10% (after 4h),0.15,0.3,1,227,0.019970074122805114,-0.04761802478407819,0.4801762114537445,1.1462247424914211,-0.44707046540123446,104,-0.01805587481815718,-0.0086884957029966,0.4423076923076923,0.735955653303092,-0.3354690324679483
delay 24h,0.15,0.1,3,241,0.019788522781902497,0.18979170459238875,0.6348547717842323,1.2080502560160378,-0.39926055835539404,161,0.015998573986743637,0.029235416394452894,0.577639751552795,1.290511865603405,-0.3389166852959501
delay 8h,0.45,0.5,1,241,0.019707062707544243,0.07480877496202189,0.6307053941908713,1.124731122655276,-0.945249504367816,161,-0.009062525605773383,0.005047375596455403,0.5279503105590062,0.8349882426725951,-0.9361220128146969
delay 12h,,0.2,3,241,0.019690145140164254,0.18662331586826367,0.6597510373443983,1.1074002977593078,-1.0,161,-0.0029780474247249455,0.01653060326065421,0.5714285714285714,0.9623578521574685,-1.0
drop 30% (after 1h),0.2,,7,188,0.019630394357841092,-0.3996360652277929,0.4148936170212766,1.0847690852921357,-0.5768283474288853,24,-0.13077967342803498,-0.4019345283644092,0.375,0.4609972043112318,-0.43556467763830775
drop 20% (after 4h),0.2,,1,211,0.019616853221931144,0.03052904427697234,0.5308056872037915,1.1285594583641538,-0.4350640402545744,49,-0.00459970543360233,0.010369134229707977,0.5102040816326531,0.9556094140006883,-0.4382137930938384
drop 30% (after 1h),0.15,0.2,1,188,0.019598332614363338,-0.010189050988417825,0.4946808510638298,1.1522197237176306,-0.33832397847953866,24,-0.05235398938679492,-0.10725021566166307,0.3333333333333333,0.6511767047179335,-0.31654063792654563
drop 15% (after 1h),0.45,0.5,1,217,0.019589086207974872,0.08646981281553384,0.6082949308755761,1.1036549690394923,-0.9433180325565308,69,-0.030367201170574693,-0.023471690978655105,0.391304347826087,0.6877869526932883,-0.939813817030585
drop 20% (after 1h),0.15,0.2,7,211,0.019533448561702228,-0.28331809718563633,0.4786729857819905,1.1236305044520927,-0.3626906706873998,49,-0.04674869720212469,-0.10429353053221302,0.42857142857142855,0.6886480212870099,-0.3383132170305853
drop 30% (after 4h),,0.3,7,188,0.019437070447196763,0.2758910875923729,0.6276595744680851,1.0694578083397048,-1.0,24,-0.040088217264203876,0.12682332720012335,0.625,0.862825142466935,-1.0
drop 10% (after 1h),0.1,0.5,7,227,0.019429981050989927,-0.20630177346982306,0.2775330396475771,1.1314902696753821,-0.3466195991598344,104,0.01780424995901145,-0.07312552377823878,0.4326923076923077,1.1761781281780186,-0.23585165326426835
drop 15% (after 1h),0.45,0.2,1,217,0.019369836004344988,0.1651579733132155,0.6451612903225806,1.1133151352506288,-0.9433180325565308,69,-0.02851248195583472,-0.023471690978655105,0.391304347826087,0.7068558005162937,-0.939813817030585
drop 15% (after 4h),0.2,0.3,7,217,0.019364959003299403,-0.19957468736980866,0.4608294930875576,1.0933841510414908,-0.5423873681977669,69,0.03551086458380832,0.030994592873968257,0.5942028985507246,1.2910850960506013,-0.4357191324679484
drop 30% (after 1h),0.15,0.2,3,188,0.01931512716864486,-0.030388135659805512,0.48404255319148937,1.1286876388916989,-0.47434024857550805,24,-0.0885758372595281,-0.3057550805465531,0.3333333333333333,0.5375412246246453,-0.31654063792654563
drop 15% (after 4h),0.15,,7,217,0.01929761077312718,-0.3043732230769228,0.3640552995391705,1.0978028778495286,-0.5479148693857494,69,0.05103177547349315,0.019407219242851388,0.5652173913043478,1.4812599666286919,-0.3354690324679483
drop 30% (after 4h),0.2,0.3,1,188,0.01926153983220076,0.012438984198000314,0.5106382978723404,1.1270477180827354,-0.44487818594972073,24,-0.12138888963105951,-0.14046539542387232,0.2916666666666667,0.3967500361187345,-0.43556467763830775
delay 24h,0.2,0.5,3,241,0.019260886244906232,0.010569188748137094,0.5145228215767634,1.1228548482462342,-0.5792784665882074,161,0.006463981411276653,0.014704889992804686,0.546583850931677,1.094604204688182,-0.4391667852959503
delay 8h,0.3,0.5,3,241,0.019242413449673798,0.0786194003174602,0.5601659751037344,1.096177111818141,-0.7470382508992249,161,0.008058528984401698,0.009736259195928538,0.5403726708074534,1.1043875485606547,-0.6353717128146975
drop 30% (after 4h),,0.1,1,188,0.019217465718613835,0.19475012711656597,0.7074468085106383,1.177282290373853,-1.0,24,-0.09323517805685802,-0.06715854958820194,0.4583333333333333,0.47604880883581263,-1.0
delay 8h,0.3,0.2,1,241,0.01908705497905816,0.08966310739328319,0.6431535269709544,1.139178699847846,-0.7470382508992249,161,-0.007593089783703603,0.006474475914041328,0.5341614906832298,0.8616329434455925,-0.6353717128146975
delay 12h,0.45,0.2,1,241,0.019048800472951155,0.08051923210819875,0.6473029045643154,1.1329628900477855,-0.9429488287391418,161,-0.011420872350978927,0.0029285862985756095,0.5031055900621118,0.7941462923108635,-0.9257081601339957
drop 20% (after 4h),0.15,0.5,1,211,0.018965196599505102,-0.0572549591574673,0.4786729857819905,1.1323424989798618,-0.34153086317423187,49,-0.0005680605771677639,-0.023492644811265416,0.4897959183673469,0.9941097948302913,-0.3379636930938385
delay 8h,0.45,0.2,7,241,0.01896343661803829,0.3722934677105518,0.6804979253112033,1.090558136667571,-0.9464988445065176,161,-0.006065652859590146,0.009457705998181392,0.5341614906832298,0.9478856571587132,-0.9361220128146969
delay 4h,,0.3,1,241,0.018930857286067884,0.09491380749307256,0.6639004149377593,1.1109384416214958,-1.0,161,-0.0018065403610652757,0.007327017790940835,0.5341614906832298,0.9672210584610708,-1.0
delay 24h,0.15,0.5,3,241,0.018819699550157463,-0.041209547579420316,0.4605809128630705,1.133269179236013,-0.47902836658820735,161,0.010430394145879438,0.01447973988345748,0.5403726708074534,1.1648396386997184,-0.3389166852959501
delay 2h,0.2,0.5,7,241,0.01879845925352557,-0.2606002996556088,0.4315352697095436,1.0890199732718586,-0.6423299420138356,161,0.0056067727036634984,-0.00938764965024639,0.4658385093167702,1.0520289158250478,-0.4383159545377814
drop 30% (after 1h),0.2,0.2,1,188,0.018763789191509492,0.05849687229735885,0.5319148936170213,1.13328649183735,-0.44487818594972073,24,-0.08657923541536405,-0.10725021566166307,0.3333333333333333,0.5302589019766213,-0.43556467763830775
delay 12h,0.2,0.1,1,241,0.018755911233053434,0.18758671032765392,0.6721991701244814,1.1989658616689391,-0.44779701743834494,161,-0.004275463574798529,0.007629931334974368,0.5279503105590062,0.9101595165334844,-0.4116115930825596
drop 30% (after 1h),,0.2,1,188,0.01870902699833865,0.1445533964387128,0.6170212765957447,1.119240284575392,-1.0,24,-0.07731597257106725,-0.08156599241581233,0.375,0.5966099810482143,-1.0
drop 20% (after 1h),0.15,0.5,3,211,0.018687428863253332,-0.3012438658022647,0.38388625592417064,1.1043744531773994,-0.45716105585862477,49,-0.013102140251083047,0.01017971557400484,0.5102040816326531,0.8960947792343742,-0.3383132170305853
drop 20% (after 4h),0.1,0.5,7,211,0.018666668595422153,-0.2061140979591841,0.26066350710900477,1.1208521724421578,-0.40023981306166,49,-0.003384293559538051,-0.19988303066957994,0.3469387755102041,0.9725735509451675,-0.2884775539946992
delay 12h,0.15,0.2,1,241,0.018593288008213974,0.018089714507294692,0.5394190871369294,1.1586230868713876,-0.347546917438345,161,-0.016065309304623163,-0.0011093370418005376,0.4906832298136646,0.7180746742178324,-0.3242075601339959
delay 8h,0.2,0.2,7,241,0.01858378653619222,0.07141803357047884,0.5477178423236515,1.112278561409594,-0.5876984156896357,161,-0.0123389864846657,-0.0010772269050988738,0.4906832298136646,0.8879133757926911,-0.4480923233333333
delay 4h,0.1,0.2,1,241,0.01857031140914492,-0.03901700571123578,0.4730290456431535,1.1853111133486,-0.3571897504514364,161,-0.003500815663852236,-0.002134842273957986,0.4968944099378882,0.9269455352479253,-0.21189249700496546
drop 15% (after 1h),0.1,0.5,7,217,0.01856565964604647,-0.20639917977988248,0.25806451612903225,1.1201100078960853,-0.3082125991301828,69,0.03543619256763905,-0.04221263496291883,0.4782608695652174,1.3634518907148734,-0.22092273959222908
delay 12h,0.15,0.3,3,241,0.018563628562554942,-0.04780567433282226,0.4605809128630705,1.1252325106637722,-0.45916965000982096,161,-0.00029123203812565454,0.010106287422285934,0.5341614906832298,0.9958564517144941,-0.3242075601339959
drop 20% (after 4h),0.3,0.2,7,211,0.018539371723264884,0.37314909007588515,0.6208530805687204,1.089689306607091,-0.6589201389650946,49,-0.05731131145324806,0.03299572317276064,0.5102040816326531,0.7026032532611084,-0.6387139930938388
delay 12h,0.2,0.2,7,241,0.018490835093388284,0.06390890645197894,0.5601659751037344,1.113394519780219,-0.46626584157835377,161,-0.00031009884247750245,0.01422301606886664,0.515527950310559,0.9970582802240349,-0.44196988031436435
delay 4h,0.45,0.3,1,241,0.018472252911637243,0.0939195002231146,0.6556016597510373,1.1093160957573327,-0.9369449041163023,161,-0.00025156030180374883,0.007327017790940835,0.5341614906832298,0.9953030175095506,-0.9374789812395514
delay 4h,,0.5,1,241,0.018388425574573253,0.09001498854293041,0.6597510373443983,1.1072878242975102,-1.0,161,-0.00140354496337362,0.007327017790940835,0.5341614906832298,0.9745332463679066,-1.0
delay 8h,0.15,0.2,7,241,0.01835379208732438,-0.007941467682441585,0.4896265560165975,1.1266286930353955,-0.4816526095906168,161,-0.009335366431510277,-0.015727570632561153,0.4658385093167702,0.9074296399253405,-0.3346214128146971
